,car_brand,car_model,car_price,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_country,car_engine_capacity,car_engine_hp,car_age
39212,Nissan,AD    ,296000,Chita,gasoline,automatic,FWD,335000,JP,1.3,87,22
39213,Toyota,Vista    ,496000,Chita,gasoline,automatic,FWD,280000,JP,1.8,125,27
39214,Toyota,Vitz    ,826000,Chita,gasoline,CVT,FWD,55000,JP,1.0,69,12
39215,Toyota,RAV4    ,586000,Chita,gasoline,automatic,4WD,290000,JP,2.0,120,27
39216,Toyota,Allex    ,675000,Chita,gasoline,automatic,4WD,195000,JP,1.5,105,23
39217,Toyota,Corolla Fielder   ,1420000,Chita,gasoline,CVT,FWD,143000,JP,1.5,109,9
39218,Honda,Civic Ferio   ,365000,Chita,gasoline,manual,FWD,200000,JP,1.5,105,27
39219,Nissan,Tiida Latio   ,605000,Chita,gasoline,automatic,FWD,165000,JP,1.5,109,15
39220,Toyota,Corolla Fielder   ,955000,Chita,gasoline,CVT,FWD,190000,JP,1.5,110,15
39221,Toyota,Probox    ,830000,Chita,gasoline,automatic,FWD,270,JP,1.5,109,15
39222,UAZ,Patriot    ,1450000,Krasnoyarsk,gasoline,manual,4WD,91000,RUS,2.7,135,5
39223,Toyota,Ipsum    ,698000,Chita,gasoline,automatic,FWD,236000,JP,2.0,135,24
39224,Toyota,Corolla    ,360000,Chita,gasoline,automatic,FWD,170000,JP,1.5,100,25
39225,Nissan,Juke    ,1600888,Chita,gasoline,CVT,FWD,81200,JP,1.5,114,8
39226,Nissan,Expert    ,405000,Chita,gasoline,automatic,FWD,170000,JP,1.8,125,22
39227,Toyota,Allion    ,958000,Chita,gasoline,automatic,FWD,200000,JP,1.8,132,18
39228,Toyota,Aqua    ,1058000,Chita,hybrid,CVT,FWD,141000,JP,1.5,74,8
39229,Toyota,Gaia    ,710000,Chita,gasoline,automatic,FWD,190000,JP,2.0,135,26
39230,Nissan,NV200    ,1350000,Chita,gasoline,automatic,FWD,210000,JP,1.6,109,8
39231,Honda,CR-V    ,1498000,Chita,gasoline,automatic,4WD,170000,JP,2.4,170,18
39232,Toyota,Corolla Spacio   ,738000,Chita,gasoline,automatic,FWD,190000,JP,1.5,109,21
39233,Toyota,Belta    ,715000,Chita,gasoline,CVT,FWD,170000,JP,1.0,71,13
39234,Toyota,Land Cruiser Prado  ,5430000,Chita,gasoline,automatic,4WD,22000,JP,2.7,163,4
39235,Honda,Fit    ,1100000,Chita,gasoline,CVT,FWD,122000,JP,1.3,100,7
39236,Daihatsu,Boon    ,699000,Chita,gasoline,CVT,FWD,118000,JP,1.0,69,8
39237,Toyota,Caldina    ,290000,Chita,diesel,automatic,FWD,310000,JP,2.2,79,23
39238,Subaru,Forester    ,995000,Chita,gasoline,manual,4WD,260000,JP,2.0,220,22
39239,Honda,Fit    ,990000,Chita,gasoline,CVT,FWD,80000,JP,1.3,99,12
39240,Honda,Freed Spike   ,1165000,Chita,gasoline,CVT,FWD,100000,JP,1.5,118,13
39241,Toyota,Corolla Fielder   ,1420000,Chita,gasoline,CVT,4WD,140000,JP,1.5,103,7
39242,Honda,Vezel    ,1950000,Chita,gasoline,CVT,FWD,11000,JP,1.5,131,4
39243,Honda,Freed+    ,1640000,Chita,hybrid,robot,FWD,93747,JP,1.5,110,7
39244,Toyota,Harrier    ,3050000,Chita,gasoline,CVT,FWD,33283,JP,2.0,151,6
39245,Toyota,Yaris    ,1260000,Chita,gasoline,CVT,FWD,127196,JP,1.0,69,4
39246,Honda,Fit    ,965000,Chita,gasoline,CVT,FWD,80000,JP,1.3,99,12
39247,Nissan,Sunny    ,415000,Chita,gasoline,automatic,FWD,150000,JP,1.5,105,24
39248,Toyota,Avensis    ,1920000,Chita,gasoline,CVT,FWD,130000,JP,2.0,152,7
39249,Toyota,Nadia    ,845000,Chita,gasoline,automatic,FWD,185000,JP,2.0,135,24
39250,Toyota,Corolla Fielder   ,1135000,Chita,gasoline,CVT,4WD,242000,JP,1.8,133,13
39251,Toyota,Land Cruiser   ,3600000,Chita,diesel,automatic,4WD,170000,JP,4.5,235,15
39252,Toyota,Wish    ,752000,Chita,gasoline,automatic,FWD,150000,JP,1.8,132,19
39253,Toyota,Hilux Surf   ,1450000,Chita,diesel,automatic,4WD,250000,JP,3.0,170,24
39254,Toyota,Passo    ,840000,Chita,gasoline,CVT,FWD,74000,JP,1.0,69,9
39255,Mazda,Bongo    ,350000,Chita,diesel,manual,RWD,134000,JP,2.2,79,22
39256,Nissan,Juke    ,1200000,Chita,gasoline,CVT,FWD,80000,JP,1.5,114,14
39257,Nissan,Vanette    ,190000,Chita,gasoline,automatic,RWD,73000,JP,2.0,100,37
39258,Toyota,Cresta    ,310000,Chita,gasoline,automatic,RWD,123000,JP,2.0,135,29
39259,Toyota,Vitz    ,997000,Chita,gasoline,CVT,FWD,98000,JP,1.0,69,7
39260,Nissan,Almera    ,780000,Chita,gasoline,automatic,FWD,108000,JP,1.6,102,9
39261,Nissan,Maxima    ,295000,Chita,gasoline,automatic,FWD,1000,JP,2.0,125,37
39262,Honda,Vezel    ,1840000,Chita,hybrid,robot,FWD,115000,JP,1.5,132,10
39263,Mercedes-Benz,A-Class    ,1270000,Chita,gasoline,robot,FWD,78000,DE,1.6,122,10
39264,Toyota,Corolla Fielder   ,1355000,Chita,gasoline,CVT,FWD,43000,JP,1.5,110,14
39265,Toyota,Allion    ,1298000,Chita,gasoline,CVT,FWD,81000,JP,1.5,110,14
39266,Toyota,Wish    ,925000,Chita,gasoline,automatic,FWD,191000,JP,1.8,132,21
39267,Toyota,Cresta    ,595000,Chita,gasoline,automatic,RWD,190000,JP,2.0,160,25
39268,Toyota,Chaser    ,1080000,Chita,gasoline,automatic,RWD,312540,JP,2.5,200,25
39269,Honda,Elysion    ,1930000,Chita,gasoline,automatic,FWD,170000,JP,2.4,160,14
39270,Toyota,Premio    ,1550000,Chita,gasoline,CVT,FWD,114000,JP,1.8,143,10
39271,Toyota,Ipsum    ,668000,Chita,gasoline,automatic,FWD,200000,JP,2.0,135,25
39272,Toyota,Gaia    ,683000,Chita,gasoline,automatic,FWD,200000,JP,2.0,135,25
39273,Toyota,RAV4    ,999999,Chita,gasoline,automatic,FWD,200000,JP,1.8,125,23
39274,Toyota,Vitz    ,940400,Chita,gasoline,CVT,FWD,56190,JP,1.0,69,11
39275,Toyota,Land Cruiser Prado  ,1500000,Chita,gasoline,manual,4WD,300000,JP,3.4,185,33
39276,Toyota,Corolla Axio   ,1380000,Chita,hybrid,CVT,FWD,93000,JP,1.5,74,7
39277,Mercedes-Benz,GL-Class    ,3500000,Chita,gasoline,automatic,4WD,159000,DE,3.0,333,11
39278,Lexus,NX200t    ,3500000,Chita,gasoline,automatic,4WD,178000,JP,2.0,238,9
39279,Toyota,Corolla    ,1700000,Chita,gasoline,CVT,FWD,71500,JP,1.6,122,8
39280,Toyota,Funcargo    ,470000,Chita,gasoline,automatic,FWD,480000,JP,1.5,110,23
39281,Suzuki,Cultus    ,90000,Chita,gasoline,manual,FWD,150000,JP,1.0,58,31
39282,Toyota,Corolla    ,200000,Chita,gasoline,automatic,FWD,165000,JP,1.5,100,27
39283,Toyota,Hiace    ,900000,Chita,diesel,automatic,4WD,390000,JP,3.0,130,23
39284,Hyundai,Santa Fe Classic  ,700000,Chita,diesel,manual,FWD,280000,KR,2.0,112,16
39285,Mitsubishi,Delica    ,1300000,Chita,gasoline,automatic,4WD,280000,JP,3.0,185,21
39286,Daihatsu,Move    ,450000,Chita,gasoline,automatic,FWD,166000,JP,0.7,58,15
39287,BMW,3-Series    ,3500000,Chita,gasoline,automatic,RWD,29000,DE,2.0,184,6
39288,Toyota,Corolla Axio   ,1050000,Chita,hybrid,CVT,FWD,123500,JP,1.5,74,10
39289,Toyota,Camry    ,150000,Chita,gasoline,automatic,FWD,500000,JP,1.8,125,28
39290,Honda,Accord    ,590000,Chita,gasoline,automatic,FWD,174000,JP,2.0,180,24
39291,UAZ,Patriot    ,1550000,Krasnoyarsk,gasoline,manual,4WD,28600,RUS,2.7,128,9
39292,UAZ,Patriot    ,569000,Krasnoyarsk,gasoline,manual,4WD,183000,RUS,2.7,128,14
39293,Nissan,Wingroad    ,775000,Chita,gasoline,CVT,FWD,230000,JP,1.5,109,14
39294,Toyota,Mark II   ,450000,Chita,gasoline,manual,RWD,147297,JP,2.0,135,31
39295,Nissan,Expert    ,190000,Chita,gasoline,automatic,FWD,200000,JP,1.8,125,23
39296,Audi,Q7    ,2000000,Chita,gasoline,automatic,4WD,220000,DE,3.6,280,14
39297,Honda,Fit Shuttle   ,1390000,Chita,hybrid,CVT,FWD,140000,JP,1.3,88,12
39298,Toyota,Premio    ,1470000,Chita,gasoline,CVT,FWD,140000,JP,1.8,143,11
39299,Toyota,Harrier    ,2850000,Chita,gasoline,CVT,FWD,100000,JP,2.0,151,8
39300,Toyota,Vitz    ,1069000,Chita,gasoline,CVT,FWD,46710,JP,1.0,69,6
39301,UAZ,Patriot    ,780000,Krasnoyarsk,gasoline,manual,4WD,156000,RUS,2.7,128,11
39302,Honda,Insight    ,890000,Chita,hybrid,CVT,FWD,150,JP,1.3,88,14
39303,Toyota,Sienta    ,670000,Chita,gasoline,CVT,FWD,184872,JP,1.5,110,20
39304,Toyota,Wish    ,1290000,Chita,gasoline,CVT,FWD,169000,JP,1.8,144,14
39305,Honda,Freed Spike   ,910000,Chita,gasoline,CVT,FWD,163000,JP,1.5,118,13
39306,Toyota,Succeed    ,1150000,Chita,gasoline,CVT,FWD,109,JP,1.5,109,8
39307,Honda,Accord    ,600000,Chita,gasoline,automatic,FWD,280000,JP,2.0,180,25
39308,Kia,Stinger    ,2750000,Chita,gasoline,automatic,RWD,63000,KR,2.0,197,7
39309,Toyota,Hiace    ,600000,Chita,diesel,automatic,4WD,200000,JP,3.0,130,30
39310,Volkswagen,Touareg    ,1000000,Chita,gasoline,automatic,4WD,273000,DE,3.6,280,17
39311,Daihatsu,Mira    ,370000,Chita,gasoline,CVT,FWD,100000,JP,0.7,58,10
39312,Toyota,Land Cruiser   ,2900000,Chita,gasoline,automatic,4WD,243100,JP,4.7,288,16
39313,Subaru,Levorg    ,1600000,Chita,gasoline,CVT,4WD,137000,JP,1.6,170,9
39314,Toyota,Probox    ,1300000,Chita,gasoline,CVT,4WD,152000,JP,1.5,103,6
39315,Lexus,RX330    ,1430000,Chita,gasoline,automatic,4WD,300000,JP,3.3,230,21
39316,Honda,Shuttle    ,1300000,Chita,hybrid,robot,FWD,194523,JP,1.5,110,8
39317,Mercedes-Benz,E-Class    ,2555555,Chita,gasoline,automatic,RWD,141000,DE,2.0,184,10
39318,Toyota,Mark II Wagon Qualis ,320000,Chita,gasoline,automatic,FWD,259625,JP,2.2,140,23
39319,Ford,Kuga    ,1850000,Chita,diesel,robot,4WD,117000,USA,2.0,140,11
39320,Nissan,Note    ,820000,Chita,gasoline,CVT,FWD,145000,JP,1.2,98,11
39321,Nissan,Gloria    ,480000,Chita,gasoline,automatic,RWD,170000,JP,3.0,230,40
39322,Mitsubishi,eK Wagon   ,710000,Chita,gasoline,CVT,FWD,110000,JP,0.7,49,7
39323,Honda,Fit    ,1250000,Chita,hybrid,robot,FWD,91000,JP,1.5,110,10
39324,Toyota,Allion    ,1150000,Chita,gasoline,CVT,4WD,198000,JP,1.8,125,17
39325,Kia,Cerato    ,2300000,Chita,gasoline,automatic,FWD,35000,KR,2.0,150,3
39326,BMW,X6    ,1699000,Chita,gasoline,automatic,4WD,167000,DE,3.0,306,16
39327,Toyota,Land Cruiser   ,3500000,Chita,diesel,automatic,4WD,272000,JP,4.5,235,14
39328,Toyota,Mark II   ,350000,Chita,gasoline,automatic,RWD,200000,JP,2.5,180,32
39329,Hummer,H3    ,2150000,Chita,gasoline,automatic,4WD,248381,USA,3.5,220,18
39330,Volkswagen,Amarok    ,1800000,Chita,diesel,manual,4WD,226000,DE,2.0,163,14
39331,Toyota,Harrier    ,3300000,Chita,gasoline,automatic,FWD,60600,JP,2.0,230,7
39332,Chevrolet,Niva    ,980000,Chita,gasoline,manual,4WD,33600,USA,1.7,80,5
39333,Toyota,Crown Majesta   ,550000,Chita,gasoline,automatic,RWD,156500,JP,4.0,230,40
39334,Nissan,Safari    ,1330000,Chita,diesel,automatic,4WD,336000,JP,4.2,125,27
39335,Nissan,Serena    ,950000,Chita,gasoline,CVT,FWD,257721,JP,2.0,137,17
39336,Toyota,Harrier    ,2930000,Chita,hybrid,CVT,4WD,86000,JP,2.5,152,9
39337,Honda,Ascot    ,120000,Chita,gasoline,automatic,FWD,200000,JP,2.0,130,35
39338,Nissan,Bassara    ,500000,Chita,gasoline,automatic,FWD,387000,JP,2.4,150,23
39339,BMW,X6    ,1700000,Chita,gasoline,automatic,4WD,120000,DE,4.4,408,13
39340,Kia,Rio X (X-Line)  ,1737000,Chita,gasoline,automatic,FWD,71898,KR,1.6,123,5
39341,Chevrolet,Cruze    ,1650000,Chita,gasoline,automatic,FWD,49000,USA,1.4,153,7
39342,Toyota,Prius    ,1715000,Chita,hybrid,CVT,FWD,145000,JP,1.8,98,8
39343,Suzuki,Escudo    ,399999,Chita,gasoline,automatic,4WD,235000,JP,1.6,100,30
39344,Toyota,Corolla Fielder   ,1149000,Chita,gasoline,CVT,FWD,146000,JP,1.5,110,14
39345,Toyota,Mark II   ,1500000,Chita,gasoline,automatic,RWD,58000,JP,2.5,280,35
39346,BMW,3-Series    ,750000,Chita,gasoline,automatic,RWD,280000,DE,1.9,118,23
39347,Lexus,RX270    ,2770000,Chita,gasoline,automatic,FWD,135078,JP,2.7,188,10
39348,Suzuki,Swift    ,615000,Chita,gasoline,CVT,FWD,240750,JP,1.2,90,17
39349,Toyota,Raize    ,1790000,Chita,gasoline,CVT,FWD,36000,JP,1.0,98,4
39350,Toyota,Tank    ,1040000,Chita,gasoline,CVT,FWD,104000,JP,1.0,69,6
39351,Honda,Jazz    ,860000,Chita,gasoline,automatic,FWD,229000,JP,1.3,100,15
39352,Toyota,Passo    ,878000,Chita,gasoline,CVT,FWD,15000,JP,1.0,69,10
39353,Toyota,Camry    ,3150000,Chita,gasoline,automatic,FWD,76600,JP,2.5,181,6
39354,Toyota,Prius Alpha   ,1440000,Chita,hybrid,CVT,FWD,133000,JP,1.8,99,13
39355,Toyota,Corolla Fielder   ,1100000,Chita,gasoline,CVT,FWD,143000,JP,1.5,110,14
39356,Nissan,Almera    ,550000,Chita,gasoline,manual,FWD,126000,JP,1.6,102,9
39357,Toyota,Harrier    ,3050000,Chita,gasoline,CVT,FWD,59000,JP,2.0,151,6
39358,Toyota,Prius    ,1350000,Chita,hybrid,CVT,FWD,120000,JP,1.8,99,15
39359,Nissan,Safari    ,2100000,Chita,diesel,automatic,4WD,255000,JP,4.2,160,26
39360,Toyota,Corolla Fielder   ,1525000,Chita,hybrid,CVT,FWD,109000,JP,1.5,74,6
39361,Toyota,Aqua    ,1365000,Chita,hybrid,CVT,FWD,88000,JP,1.5,74,5
39362,Toyota,Prius    ,1765000,Chita,hybrid,CVT,FWD,168000,JP,1.8,98,6
39363,Toyota,Harrier    ,930000,Chita,gasoline,automatic,4WD,338684,JP,3.0,220,23
39364,Honda,Fit    ,880000,Chita,gasoline,CVT,FWD,142000,JP,1.3,100,14
39365,Toyota,Mark II   ,560000,Chita,gasoline,automatic,RWD,245000,JP,2.5,200,28
39366,Kia,Seltos    ,2600000,Chita,gasoline,automatic,FWD,33500,KR,1.6,123,4
39367,Mercedes-Benz,GLK-Class    ,2500000,Chita,gasoline,automatic,4WD,114987,DE,3.5,249,10
39368,Honda,Fit    ,830000,Chita,gasoline,CVT,FWD,170000,JP,1.3,100,17
39369,UAZ,Patriot    ,1200000,Makhachkala,gasoline,manual,4WD,36000,RUS,2.7,150,5
39370,UAZ,Patriot    ,1350000,Makhachkala,gasoline,manual,4WD,114000,RUS,2.7,128,11
39371,UAZ,Patriot    ,980000,Moscow,gasoline,manual,4WD,15000,RUS,2.7,128,12
39372,Nissan,X-Trail    ,2375000,Chita,gasoline,CVT,FWD,48000,JP,2.0,147,7
39373,Isuzu,Bighorn    ,750000,Chita,diesel,automatic,4WD,202375,JP,3.0,160,25
39374,Honda,Freed    ,987000,Chita,gasoline,CVT,FWD,115000,JP,1.5,118,15
39375,Subaru,Forester    ,980000,Chita,gasoline,manual,4WD,225000,JP,2.0,137,22
39376,Honda,Civic    ,375000,Chita,gasoline,automatic,FWD,300000,JP,1.5,105,24
39377,Honda,Domani    ,200000,Chita,gasoline,automatic,FWD,3000,JP,1.6,120,27
39378,Toyota,Gaia    ,550000,Chita,gasoline,automatic,FWD,350000,JP,2.0,135,24
39379,Hyundai,Solaris    ,765000,Chita,gasoline,manual,FWD,133000,KR,1.6,123,10
39380,Toyota,Avensis    ,475000,Chita,gasoline,manual,FWD,260000,JP,1.6,110,23
39381,Toyota,Camry    ,885000,Chita,gasoline,automatic,FWD,330000,JP,2.0,150,20
39382,Toyota,Premio    ,1495000,Chita,gasoline,CVT,4WD,172,JP,1.8,131,11
39383,Toyota,Corona Premio   ,465000,Chita,gasoline,automatic,4WD,255000,JP,2.0,135,26
39384,Subaru,Forester    ,850000,Chita,gasoline,manual,4WD,317277,JP,2.0,240,24
39385,Toyota,Camry    ,2160000,Chita,gasoline,automatic,FWD,96000,JP,3.5,249,11
39386,Toyota,Corolla Fielder   ,1070000,Chita,gasoline,CVT,4WD,112000,JP,1.5,105,16
39387,Toyota,Cresta    ,330000,Chita,gasoline,automatic,RWD,254000,JP,2.5,200,28
39388,Toyota,Corolla    ,180000,Chita,gasoline,manual,FWD,300000,JP,1.5,105,34
39389,Mitsubishi,Outlander    ,2540000,Chita,hybrid,automatic,4WD,126000,JP,2.0,118,9
39390,Honda,Insight    ,910000,Chita,hybrid,CVT,FWD,180000,JP,1.3,88,14
39391,Toyota,Corolla Axio   ,780000,Chita,gasoline,CVT,FWD,135000,JP,1.5,110,15
39392,Toyota,Harrier    ,940000,Chita,gasoline,automatic,FWD,168000,JP,3.0,220,26
39393,Toyota,Mark II   ,200000,Chita,gasoline,automatic,RWD,350000,JP,2.0,135,31
39394,Lexus,CT200h    ,1550000,Chita,hybrid,CVT,FWD,194000,JP,1.8,99,13
39395,Honda,Insight    ,800000,Chita,hybrid,CVT,FWD,146000,JP,1.3,88,15
39396,Toyota,Lite Ace Noah  ,750000,Chita,gasoline,automatic,RWD,220000,JP,2.0,130,24
39397,Mitsubishi,Montero    ,1100000,Chita,gasoline,automatic,4WD,189000,JP,3.5,200,23
39398,Honda,Jade    ,1575000,Chita,hybrid,robot,FWD,164000,JP,1.5,131,9
39399,Toyota,Succeed    ,1290000,Chita,gasoline,CVT,FWD,119000,JP,1.5,109,6
39400,Toyota,Corolla    ,599000,Chita,gasoline,automatic,FWD,247686,JP,1.3,87,18
39401,Toyota,Harrier    ,1570000,Chita,gasoline,automatic,FWD,307100,JP,3.0,220,21
39402,Toyota,Prius    ,730000,Chita,hybrid,CVT,FWD,289000,JP,1.5,76,14
39403,Mercedes-Benz,GLE Coupe   ,12970000,Chita,hybrid,automatic,4WD,23300,DE,3.0,435,3
39404,Nissan,Rogue    ,1835000,Chita,gasoline,CVT,FWD,129000,JP,2.5,170,8
39405,Toyota,Vitz    ,1015000,Chita,gasoline,CVT,FWD,22000,JP,1.0,69,8
39406,Toyota,Vitz    ,985000,Chita,gasoline,CVT,FWD,100000,JP,1.0,69,6
39407,Toyota,Isis    ,1448000,Chita,gasoline,CVT,FWD,115000,JP,1.8,143,12
39408,Honda,Freed    ,1165000,Chita,gasoline,CVT,FWD,130000,JP,1.5,118,15
39409,Toyota,Allion    ,935000,Chita,gasoline,automatic,FWD,188516,JP,1.5,109,19
39410,Nissan,Terrano    ,1450000,Chita,gasoline,manual,4WD,100000,JP,2.0,143,7
39411,UAZ,Patriot    ,1099700,Moscow,gasoline,manual,4WD,73238,RUS,2.7,135,8
39412,Toyota,Vitz    ,400000,Chita,gasoline,manual,FWD,135000,JP,1.3,88,23
39413,Toyota,Corolla    ,195000,Chita,gasoline,automatic,FWD,200000,JP,1.5,105,32
39414,Toyota,Vitz    ,1049000,Chita,gasoline,CVT,FWD,45000,JP,1.0,69,6
39415,Nissan,X-Trail    ,2400000,Chita,gasoline,CVT,FWD,60000,JP,2.0,147,6
39416,Honda,Vezel    ,1680000,Chita,hybrid,robot,FWD,118000,JP,1.5,132,10
39417,Ford,Escape    ,850000,Chita,gasoline,automatic,4WD,205000,USA,2.3,157,19
39418,Toyota,Cresta    ,560000,Chita,gasoline,automatic,RWD,200000,JP,2.5,200,25
39419,Toyota,Chaser    ,970000,Chita,gasoline,automatic,RWD,228000,JP,2.5,200,27
39420,Toyota,Lite Ace   ,465000,Chita,gasoline,automatic,RWD,400000,JP,1.8,82,21
39421,Honda,Vezel    ,1685000,Chita,hybrid,robot,FWD,137000,JP,1.5,132,10
39422,Subaru,Exiga    ,990000,Chita,gasoline,CVT,4WD,161000,JP,2.0,150,13
39423,Toyota,RAV4    ,1060000,Chita,gasoline,automatic,FWD,236000,JP,1.8,125,19
39424,Toyota,Premio    ,1625000,Chita,gasoline,CVT,FWD,56000,JP,1.8,143,11
39425,Nissan,X-Trail    ,1700000,Chita,gasoline,CVT,4WD,149000,JP,2.5,169,12
39426,Toyota,Succeed    ,300000,Chita,gasoline,automatic,FWD,300000,JP,1.5,109,21
39427,Toyota,Allion    ,865000,Chita,gasoline,automatic,FWD,280000,JP,1.5,109,19
39428,Honda,Stream    ,1055000,Chita,gasoline,automatic,FWD,110000,JP,1.8,140,17
39429,Toyota,Corolla Fielder   ,1010000,Chita,gasoline,CVT,FWD,260,JP,1.8,136,15
39430,Mercedes-Benz,C-Class    ,2790000,Chita,gasoline,automatic,RWD,25000,DE,1.5,156,5
39431,Mitsubishi,Montero    ,500000,Chita,gasoline,automatic,4WD,300000,JP,3.5,200,22
39432,Nissan,Laurel    ,250000,Chita,gasoline,automatic,RWD,276000,JP,2.5,190,29
39433,Lexus,HS250h    ,1650000,Chita,hybrid,CVT,FWD,220000,JP,2.4,150,14
39434,Toyota,Voxy    ,1565000,Chita,gasoline,CVT,FWD,199800,JP,2.0,158,14
39435,Lexus,RX330    ,1520000,Chita,gasoline,automatic,4WD,241000,JP,3.3,230,20
39436,Lexus,GS300    ,1250000,Chita,gasoline,automatic,RWD,248500,JP,3.0,241,18
39437,Toyota,Carina    ,600000,Chita,gasoline,automatic,FWD,265000,JP,1.6,165,28
39438,Nissan,Murano    ,720000,Chita,gasoline,CVT,4WD,213000,JP,3.5,245,21
39439,UAZ,Patriot    ,999999,Moscow,gasoline,manual,4WD,104000,RUS,2.7,150,6
39440,Ford,Focus    ,440000,Chita,gasoline,manual,FWD,270000,USA,1.6,100,16
39441,Honda,Fit    ,990000,Chita,gasoline,CVT,FWD,110000,JP,1.3,100,8
39442,Toyota,Roomy    ,1210000,Chita,gasoline,CVT,FWD,81000,JP,1.0,69,7
39443,Toyota,Hilux Surf   ,1799000,Chita,gasoline,automatic,4WD,270000,JP,2.7,150,22
39444,Toyota,Passo    ,945000,Chita,gasoline,CVT,FWD,91000,JP,1.0,69,8
39445,Toyota,Corolla Fielder   ,798000,Chita,gasoline,automatic,FWD,206543,JP,1.5,110,20
39446,Toyota,RAV4    ,3350000,Chita,hybrid,CVT,4WD,63000,JP,2.5,178,5
39447,Toyota,Carina    ,380000,Chita,gasoline,automatic,FWD,359000,JP,1.5,105,31
39448,Toyota,Cresta    ,400000,Chita,gasoline,automatic,RWD,250000,JP,2.5,200,41
39449,Honda,Fit    ,875000,Chita,gasoline,CVT,FWD,198660,JP,1.3,100,11
39450,Honda,Insight    ,960000,Chita,hybrid,CVT,FWD,103000,JP,1.3,88,15
39451,UAZ,Patriot    ,350000,Moscow,gasoline,manual,4WD,114000,RUS,2.7,128,14
39452,Toyota,Corolla Spacio   ,375000,Chita,gasoline,automatic,FWD,250000,JP,1.6,110,27
39453,Toyota,Vitz    ,638000,Chita,gasoline,CVT,FWD,155130,JP,1.3,87,17
39454,Lexus,LX570    ,6300000,Chita,gasoline,automatic,4WD,145000,JP,5.7,367,9
39455,Honda,N-WGN    ,838000,Chita,gasoline,CVT,FWD,98000,JP,0.7,58,10
39456,Toyota,Land Cruiser   ,2150000,Chita,gasoline,automatic,4WD,370000,JP,4.7,238,20
39457,Toyota,Wish    ,1820000,Chita,gasoline,CVT,FWD,76000,JP,1.8,143,11
39458,Toyota,Mark II   ,720000,Chita,gasoline,automatic,RWD,222222,JP,2.5,280,29
39459,Toyota,Celsior    ,850000,Chita,gasoline,automatic,RWD,537000,JP,4.0,280,26
39460,Nissan,Presea    ,155000,Chita,gasoline,automatic,FWD,512430,JP,1.5,105,28
39461,Toyota,Wish    ,1200000,Chita,gasoline,CVT,4WD,168000,JP,1.8,130,12
39462,Toyota,Corolla Fielder   ,1270000,Chita,gasoline,CVT,FWD,56400,JP,1.5,110,13
39463,Toyota,Corona Premio   ,400000,Chita,gasoline,automatic,FWD,267726,JP,1.8,115,40
39464,Toyota,Crown    ,3650000,Chita,hybrid,CVT,RWD,53,JP,2.5,184,5
39465,Toyota,Caldina    ,950000,Chita,gasoline,automatic,FWD,245000,JP,1.8,132,22
39466,Honda,Vezel    ,1780000,Chita,hybrid,robot,FWD,118000,JP,1.5,132,7
39467,Toyota,Harrier    ,2369000,Chita,gasoline,automatic,FWD,119000,JP,2.4,160,12
39468,Toyota,Premio    ,1210000,Chita,gasoline,CVT,FWD,214000,JP,2.0,158,16
39469,Mitsubishi,Eclipse Cross   ,2249000,Chita,gasoline,CVT,FWD,86000,JP,1.5,150,6
39470,Honda,Insight    ,2150000,Chita,hybrid,CVT,FWD,125000,JP,1.5,109,5
39471,Toyota,C-HR    ,2200000,Chita,hybrid,CVT,FWD,13000,JP,1.8,98,6
39472,Honda,Fit    ,1100000,Chita,gasoline,CVT,FWD,190000,JP,1.5,120,13
39473,Honda,Fit    ,1050000,Chita,gasoline,CVT,FWD,41500,JP,1.3,99,12
39474,Toyota,Aqua    ,900000,Chita,hybrid,CVT,FWD,175000,JP,1.5,74,10
39475,Toyota,Camry    ,1910000,Chita,gasoline,automatic,FWD,255000,JP,2.5,181,13
39476,Honda,Crossroad    ,1478000,Chita,gasoline,automatic,FWD,89000,JP,1.8,140,16
39477,Toyota,Corolla    ,150000,Chita,gasoline,manual,FWD,250000,JP,1.5,100,29
39478,Subaru,Forester    ,2190000,Chita,gasoline,CVT,4WD,79000,JP,2.0,280,11
39479,Toyota,Crown    ,930000,Chita,gasoline,automatic,RWD,200000,JP,3.0,220,23
39480,Nissan,Juke    ,1150000,Chita,gasoline,CVT,FWD,95000,JP,1.5,114,13
39481,Toyota,Harrier    ,855000,Chita,gasoline,automatic,FWD,185000,JP,2.2,140,26
39482,Toyota,Vitz    ,1179000,Chita,hybrid,CVT,FWD,130000,JP,1.5,74,7
39483,Chevrolet,Aveo    ,523000,Chita,gasoline,manual,FWD,197000,USA,1.4,101,14
39484,UAZ,Patriot    ,1249777,Nizhny Novgorod,gasoline,manual,4WD,127000,RUS,2.7,135,8
39485,Mercedes-Benz,E-Class    ,2000000,Chita,gasoline,automatic,RWD,65000,DE,1.8,204,13
39486,Toyota,Prius Alpha   ,1700000,Chita,hybrid,CVT,FWD,150000,JP,1.8,99,9
39487,UAZ,Patriot    ,1775000,Nizhny Novgorod,gasoline,manual,4WD,7795,RUS,2.7,150,1
39488,Toyota,Probox    ,1460000,Chita,gasoline,CVT,FWD,95000,JP,1.5,109,6
39489,Honda,Vezel    ,2099000,Chita,gasoline,CVT,FWD,70000,JP,1.5,131,6
39490,BMW,X5    ,4350000,Chita,diesel,automatic,4WD,154000,DE,3.0,249,10
